PassengerId,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked,Address
5156,3,"Elias, Mr. Joseph",male,39.0,0,2,2675,7.2292,"",C,3 Rue de Montalembert 7th arr 75007 Paris France
16670,3,"Mulvihill, Miss. Bertha E",female,24.0,0,0,382653,7.75,"",Q,239 Vauxhall Bridge Road Westminster Borough London SW1V 1EQ United Kingdom
17915,3,"Connolly, Miss. Kate",female,30.0,0,0,330972,7.6292,"",Q,33 Deadwood St
20878,2,"Stokes, Mr. Philip Joseph",male,25.0,0,0,F.C.C. 13540,10.5,"",S,1145 Hammond Dr N E
15510,3,"Thomson, Mr. Alexander Morrison",male,"",0,0,32302,8.05,"",S,Avenida Diagonal 596 Sarri St Gervasi 08021 Barcelona Spain
11735,1,"Wilson, Miss. Helen Alice",female,31.0,0,0,16966,134.5,E39 E41,C,6 Avenue Montaigne 8th arr 75008 Paris France
6204,3,"Miles, Mr. Frank",male,"",0,0,359306,8.05,"",S,Sonnwendgasse 8 10 Favoriten 1100 Vienna Austria
18024,3,"Chronopoulos, Mr. Demetrios",male,18.0,1,0,2680,14.4542,"",C,Hernalser Hauptstra e 187 17 Hernals 1170 Vienna Austria
10384,2,"Enander, Mr. Ingvar",male,21.0,0,0,236854,13.0,"",S,595 Vail Valley Dr
20629,3,"Foley, Mr. William",male,"",0,0,365235,7.75,"",Q,Consell de Cent 51 53 Sants Montju c 08014 Barcelona Spain
19573,1,"Julian, Mr. Henry Forbes",male,50.0,0,0,113044,26.0,E60,S,Kirchengasse 41 07 Neubau 1070 Vienna Austria
14329,3,"Whabee, Mrs. George Joseph (Shawneene Abi-Saab)",female,38.0,0,0,2688,7.2292,"",C,4001 W Broadway
13058,2,"Herman, Miss. Kate",female,24.0,1,2,220845,65.0,"",S,1114 Blair St
1164,1,"Clark, Mrs. Walter Miller (Virginia McDowell)",female,26.0,1,0,13508,136.7792,C89,C,George Gershwinlaan 101 Zuideramstel 1082 MT Amsterdam Netherlands
19256,3,"Sap, Mr. Julius",male,25.0,0,0,345768,9.5,"",S,17 bis rue Am lie 7th arr 75007 Paris France
14388,2,"Ware, Mr. William Jeffery",male,23.0,1,0,28666,10.5,"",S,Schubertring 11 01 Innere Stadt 1010 Vienna Austria
11437,1,"Ovies y Rodriguez, Mr. Servando",male,28.5,0,0,PC 17562,27.7208,D43,C,Hanger Lane Ealing London W5 3HL United Kingdom
20749,2,"Cook, Mrs. (Selena Rogers)",female,22.0,0,0,W./C. 14266,10.5,F33,S,805 Lynn Garden Doctor I 181
13069,3,"Colbert, Mr. Patrick",male,24.0,0,0,371109,7.25,"",Q,90 92 Lancaster Gate Westminster Borough London W2 3NR United Kingdom
981,2,"Wells, Master. Ralph Lester",male,2.0,1,1,29103,23.0,"",S,10 Monmouth Street Camden London WC2H 9HB United Kingdom
3656,1,"Hilliard, Mr. Herbert Henry",male,"",0,0,17463,51.8625,E46,S,Pintor Fortuny 13 Ciutat Vella 08001 Barcelona Spain
16778,2,"Becker, Mrs. Allen Oliver (Nellie E Baumgardner)",female,36.0,0,3,230136,39.0,F4,S,46 Avenue George V 8th arr 75008 Paris France
10454,3,"Conlon, Mr. Thomas Henry",male,31.0,0,0,21332,7.7333,"",Q,43 51 Wembley Hill Road Brent London HA9 8AU United Kingdom
19378,3,"Smyth, Miss. Julia",female,"",0,0,335432,7.7333,"",Q,252 High Holborn Holborn Camden London WC1V 7EN United Kingdom
18224,3,"Hagardon, Miss. Kate",female,17.0,0,0,AQ/3. 30631,7.7333,"",Q,Arcs 10 Ciutat Vella 08002 Barcelona Spain
19328,2,"Stanton, Mr. Samuel Ward",male,41.0,0,0,237734,15.0458,"",C,Hietzinger Hauptstra e 134 13 Hietzing 1130 Vienna Austria
19585,3,"Riihivouri, Miss. Susanna Juhantytar Sanni",female,22.0,0,0,3101295,39.6875,"",S,8 rue de Verneuil 7th arr 75007 Paris France
2321,2,"Watt, Miss. Bertha J",female,12.0,0,0,C.A. 33595,15.75,"",S,14 15 Langham Place Westminster Borough London W1B 2QS United Kingdom
7495,3,"Davison, Mr. Thomas Henry",male,"",1,0,386525,16.1,"",S,155 S Seward St
7560,3,"Carver, Mr. Alfred John",male,28.0,0,0,392095,7.25,"",S,7815 Coley Davis Rd
2248,3,"Shaughnessy, Mr. Patrick",male,"",0,0,370374,7.75,"",Q,Webgasse 23 06 Mariahilf 1060 Vienna Austria
16709,2,"Swane, Mr. George",male,18.5,0,0,248734,13.0,F,S,Via Baracchini 12 Milan City Center 20123 Milan Italy
14141,3,"Peacock, Mrs. Benjamin (Edith Nile)",female,26.0,0,2,SOTON/O.Q. 3101315,13.775,"",S,Via Pirandello 81
19362,1,"Lindeberg-Lind, Mr. Erik Gustaf (Mr Edward Lingrey)",male,42.0,0,0,17475,26.55,"",S,Frankenberggasse 10 04 Wieden 1040 Vienna Austria
10153,3,"Braf, Miss. Elin Ester Maria",female,20.0,0,0,347471,7.8542,"",S,I75 Us 25w Exit 160
16819,3,"Thomson, Mr. Alexander Morrison",male,"",0,0,32302,8.05,"",S,Corso di Porta Romana 64 Milan City Center 20122 Milan Italy
5012,2,"Lingane, Mr. John",male,61.0,0,0,235509,12.35,"",Q,171 Knightsbridge Westminster Borough London SW7 1DW United Kingdom
12909,1,"Warren, Mr. Frank Manley",male,64.0,1,0,110813,75.25,D37,C,49 53 New Road Tower Hamlets London E1 1HH United Kingdom
16691,3,"Pedersen, Mr. Olaf",male,"",0,0,345498,7.775,"",S,Rembrandtplein 19 Amsterdam City Center 1017 CT Amsterdam Netherlands
11700,2,"de Brito, Mr. Jose Joaquim",male,32.0,0,0,244360,13.0,"",S,173 185 Greenwich High Rd Greenwich London SE10 8JA United Kingdom
9008,2,"Wells, Mrs. Arthur Henry (Addie Dart Trevaskis)",female,29.0,0,2,29103,23.0,"",S,Gran V a De Les Corts Catalanes 570 Eixample 08011 Barcelona Spain
18102,2,"Lingane, Mr. John",male,61.0,0,0,235509,12.35,"",Q,1401 N Mack Smith Rd
14266,3,"Rosblom, Miss. Salli Helena",female,2.0,1,1,370129,20.2125,"",S,11900 N W Plaza Cir
4836,3,"Assaf, Mr. Gerios",male,21.0,0,0,2692,7.225,"",C,60671 State Highway 23
8902,1,"Bird, Miss. Ellen",female,29.0,0,0,PC 17483,221.7792,C97,S,124 Womack Dr
16883,3,"Touma, Miss. Maria Youssef",female,9.0,1,1,2650,15.2458,"",C,19 3948 Old Volcano Rd
1092,3,"Murphy, Miss. Nora",female,"",0,0,36568,15.5,"",Q,Stadhouderskade 7 Oud West 1054 ES Amsterdam Netherlands
2223,1,"Flegenheim, Mrs. Alfred (Antoinette)",female,"",0,0,PC 17598,31.6833,"",S,98 Rue De Clery 2nd arr 75002 Paris France
9161,3,"Saether, Mr. Simon Sivertsen",male,38.5,0,0,SOTON/O.Q. 3101262,7.25,"",S,57 59 Welbeck Street Westminster Borough London W1G 9BL United Kingdom
3553,2,"Corbett, Mrs. Walter H (Irene Colvin)",female,30.0,0,0,237249,13.0,"",S,703 Gaither Road/i 40 I 40
14369,2,"Ashby, Mr. John",male,57.0,0,0,244346,13.0,"",S,Rembrandtplein 26 36 Amsterdam City Center 1017 CV Amsterdam Netherlands
20918,1,"Lines, Mrs. Ernest H (Elizabeth Lindsey James)",female,51.0,0,1,PC 17592,39.4,D28,S,111 Westminster Bridge Road Lambeth London SE1 7JD United Kingdom
15580,3,"Ford, Mr. Arthur",male,"",0,0,A/5 1478,8.05,"",S,1282 W 7th St
13027,3,"Dean, Miss. Elizabeth Gladys Millvina",female,0.17,1,2,C.A. 2315,20.575,"",S,Duc De Medinaceli 8 Ciutat Vella 08002 Barcelona Spain
11774,3,"Naughton, Miss. Hannah",female,"",0,0,365237,7.75,"",Q,19 25 Granville Place Marble Arch Westminster Borough London W1H 6PA United Kingdom
13052,3,"Asplund, Master. Carl Edgar",male,5.0,4,2,347077,31.3875,"",S,34 rue Jean Mermoz 8th arr 75008 Paris France
7453,2,"Keane, Mr. Daniel",male,35.0,0,0,233734,12.35,"",Q,39 40 Dorset Square Hotel Westminster Borough London NW1 6QN United Kingdom
9014,3,"Howard, Miss. May Elizabeth",female,"",0,0,A. 2. 39186,8.05,"",S,1119 E Lakeshore Dr
9000,3,"Wenzel, Mr. Linhart",male,32.5,0,0,345775,9.5,"",S,130 Tottenham Court Road Camden London W1T 5AY United Kingdom
3630,2,"Watt, Miss. Bertha J",female,12.0,0,0,C.A. 33595,15.75,"",S,3 Bis Place Saint Sulpice 6th arr 75006 Paris France
5151,3,"Thomas, Mr. Tannous",male,"",0,0,2684,7.225,"",C,Viale Piave 42 Milan City Center 20129 Milan Italy
14180,2,"Baimbrigge, Mr. Charles Robert",male,23.0,0,0,C.A. 31030,10.5,"",S,Strand Westminster Borough London WC2R 0EU United Kingdom
15608,2,"Rogers, Mr. Reginald Harry",male,19.0,0,0,28004,10.5,"",S,153 Hammersmith Road Hammersmith and Fulham London W14 0QL United Kingdom
1290,3,"Larsson-Rondberg, Mr. Edvard A",male,22.0,0,0,347065,7.775,"",S,Hamilton Place Park Lane Westminster Borough London W1J 7DR United Kingdom
11564,3,"Murphy, Miss. Nora",female,"",0,0,36568,15.5,"",Q,19 Rue De Caumartin 9th arr 75009 Paris France
10312,3,"Niklasson, Mr. Samuel",male,28.0,0,0,363611,8.05,"",S,46 Westferry Circus Tower Hamlets London E14 8RS United Kingdom
4895,3,"Miles, Mr. Frank",male,"",0,0,359306,8.05,"",S,519 N Main St
6176,1,"Bucknell, Mrs. William Robert (Emma Eliza Ward)",female,60.0,0,0,11813,76.2917,D15,C,6 Via Aristotile Fioravanti Garibaldi Station 20154 Milan Italy
11619,3,"MacKay, Mr. George William",male,"",0,0,C.A. 42795,7.55,"",S,29 New Creek Hwy
9033,1,"Snyder, Mr. John Pillsbury",male,24.0,1,0,21228,82.2667,B45,S,Via Privata Fratelli Gabba 7 B Milan City Center 20121 Milan Italy
1150,2,"Bentham, Miss. Lilian W",female,19.0,0,0,28404,13.0,"",S,Via Andegari 9 Milan City Center 20121 Milan Italy
16887,1,"Snyder, Mr. John Pillsbury",male,24.0,1,0,21228,82.2667,B45,S,Valencia 157 Eixample 08011 Barcelona Spain
4850,2,"Jefferys, Mr. Clifford Thomas",male,24.0,2,0,C.A. 31029,31.5,"",S,209 211 rue de Charenton 12th arr 75012 Paris France
6393,3,"Lyntakoff, Mr. Stanko",male,"",0,0,349235,7.8958,"",S,Captains Bay Rd
19548,2,"Davies, Mrs. John Morgan (Elizabeth Agnes Mary White)",female,48.0,0,2,C.A. 33112,36.75,"",S,12 rue Saint Didier 16th arr 75016 Paris France
3607,3,"Makinen, Mr. Kalle Edvard",male,29.0,0,0,STON/O 2. 3101268,7.925,"",S,22033 Northern Blvd
12886,2,"Howard, Mrs. Benjamin (Ellen Truelove Arman)",female,60.0,1,0,24065,26.0,"",S,Passeig Colom 12 Ciutat Vella 08002 Barcelona Spain
11374,3,"Ilieff, Mr. Ylio",male,"",0,0,349220,7.8958,"",S,14 Henrietta Street Westminster Borough London WC2E 8QH United Kingdom
20538,1,"Jones, Mr. Charles Cresson",male,46.0,0,0,694,26.0,"",S,Via Varesina 124 Certosa 20156 Milan Italy
12869,1,"Spedden, Master. Robert Douglas",male,6.0,0,2,16966,134.5,E34,C,Avenida Diagonal 1 Sant Mart 08019 Barcelona Spain
16765,3,"Kink-Heilmann, Mrs. Anton (Luise Heilmann)",female,26.0,1,1,315153,22.025,"",S,944 Us Highway 12
6223,3,"Tenglin, Mr. Gunnar Isidor",male,25.0,0,0,350033,7.7958,"",S,8 Rue De Bellechasse 7th arr 75007 Paris France
4926,3,"Ryan, Mr. Edward",male,"",0,0,383162,7.75,"",Q,Pas de Sota Muralla 9 Ciutat Vella 08003 Barcelona Spain
2563,2,"Ware, Mrs. John James (Florence Louise Long)",female,31.0,0,0,CA 31352,21.0,"",S,Poultry 27 City of London London EC2R 8AJ United Kingdom
3675,3,"Kink-Heilmann, Mrs. Anton (Luise Heilmann)",female,26.0,1,1,315153,22.025,"",S,Western Avenue Ealing London W5 1HG United Kingdom
4842,1,"Williams, Mr. Richard Norris II",male,21.0,0,1,PC 17597,61.3792,"",C,5755 Cy Ave
6261,3,"Thomas, Mr. Charles P",male,"",1,0,2621,6.4375,"",C,390 E Broadway
6445,2,"Rogers, Mr. Reginald Harry",male,19.0,0,0,28004,10.5,"",S,Gran V a De Les Corts Catalanes 570 Eixample 08011 Barcelona Spain
14255,3,"Lennon, Miss. Mary",female,"",1,0,370371,15.5,"",Q,Mariano Cubi 62 64 Sarri St Gervasi 08006 Barcelona Spain
10192,2,"Schmidt, Mr. August",male,26.0,0,0,248659,13.0,"",S,Via G B Pirelli 7 Central Station 20124 Milan Italy
19538,3,"Andersson, Mr. Johan Samuel",male,26.0,0,0,347075,7.775,"",S,Lerchenfelder Stra e 1 3 07 Neubau 1070 Vienna Austria
15393,3,"Foley, Mr. William",male,"",0,0,365235,7.75,"",Q,277 Carrer de Proven a Eixample 08037 Barcelona Spain
2317,3,"Thomas, Mr. John",male,"",0,0,2681,6.4375,"",C,115 Elm St
12979,1,"Allison, Mr. Hudson Joshua Creighton",male,30.0,1,2,113781,151.55,C22 C26,S,143 Avenue De Malakoff 16th arr 75016 Paris France
8894,1,"Crafton, Mr. John Bertram",male,"",0,0,113791,26.55,"",S,22 Stanley Gardens Kensington and Chelsea London W11 2NG United Kingdom
5145,2,"Becker, Miss. Ruth Elizabeth",female,12.0,2,1,230136,39.0,F4,S,Rennweg 12a 03 Landstra e 1030 Vienna Austria
11504,3,"Goodwin, Miss. Jessie Allis",female,10.0,5,2,CA 2144,46.9,"",S,1228 Bunker Hill Rd
11393,3,"Samaan, Mr. Elias",male,"",2,0,2662,21.6792,"",C,1223 Radford Blvd
12982,3,"Hansen, Mrs. Claus Peter (Jennie L Howard)",female,45.0,1,0,350026,14.1083,"",S,7653 N Owasso Expy
16707,3,"Ryan, Mr. Edward",male,"",0,0,383162,7.75,"",Q,Half Moon Street Westminster Borough London W1J 7BN United Kingdom
12847,3,"Asplund, Mr. Carl Oscar Vilhelm Gustafsson",male,40.0,1,5,347077,31.3875,"",S,4 Rue des Petites Ecuries 10th arr 75010 Paris France
6249,3,"Kiernan, Mr. John",male,"",1,0,367227,7.75,"",Q,400 New Britain Ave
5082,3,"Klasen, Miss. Gertrud Emilia",female,1.0,1,1,350405,12.1833,"",S,Europark Fichtenhain A1
14268,3,"Franklin, Mr. Charles (Charles Fardon)",male,"",0,0,SOTON/O.Q. 3101314,7.25,"",S,16 avenue de Tourville 7th arr 75007 Paris France
7528,3,"Pedersen, Mr. Olaf",male,"",0,0,345498,7.775,"",S,13600 N W 2nd St
16898,1,"Loring, Mr. Joseph Holland",male,30.0,0,0,113801,45.5,"",S,877 N Route 100
7649,2,"Deacon, Mr. Percy William",male,17.0,0,0,S.O.C. 14879,73.5,"",S,210 Calvary Dr
15453,2,"Wright, Miss. Marion",female,26.0,0,0,220844,13.5,"",S,2185 W Hanford Rd
6130,2,"Myles, Mr. Thomas Francis",male,62.0,0,0,240276,9.6875,"",Q,1515 Dallas St
14243,3,"Nilsson, Mr. August Ferdinand",male,21.0,0,0,350410,7.8542,"",S,171 Knightsbridge Westminster Borough London SW7 1DW United Kingdom
6412,3,"Rosblom, Miss. Salli Helena",female,2.0,1,1,370129,20.2125,"",S,425 Ocean Dr
6488,3,"Sage, Master. William Henry",male,14.5,8,2,CA. 2343,69.55,"",S,Rr 6
11379,2,"del Carlo, Mrs. Sebastiano (Argenia Genovesi)",female,24.0,1,0,SC/PARIS 2167,27.7208,"",C,10 Bina Gardens South Kensington Kensington and Chelsea London SW5 0LA United Kingdom
11443,3,"Doyle, Miss. Elizabeth",female,24.0,0,0,368702,7.75,"",Q,5300 S Pulaski Rd
19368,1,"Earnshaw, Mrs. Boulton (Olive Potter)",female,23.0,0,1,11767,83.1583,C54,C,4 rue Cadet 9th arr 75009 Paris France
19611,2,"Gilbert, Mr. William",male,47.0,0,0,C.A. 30769,10.5,"",S,8 Rue Francois 1Er 8th arr 75008 Paris France
3925,3,"Saether, Mr. Simon Sivertsen",male,38.5,0,0,SOTON/O.Q. 3101262,7.25,"",S,Wibautstraat 129 Oost 1091 GL Amsterdam Netherlands
11453,2,"Wells, Master. Ralph Lester",male,2.0,1,1,29103,23.0,"",S,Via Fabio Filzi 25 B Central Station 20124 Milan Italy
8999,3,"Salander, Mr. Karl Johan",male,24.0,0,0,7266,9.325,"",S,2 Whitehall Court Westminster Borough London SW1A 2EJ United Kingdom
18237,2,"Clarke, Mr. Charles Valentine",male,29.0,1,0,2003,26.0,"",S,47 Welbeck Street Westminster Borough London W1G 8DN United Kingdom
19593,1,"Bowen, Miss. Grace Scott",female,45.0,0,0,PC 17608,262.375,"",C,3529 Washington Ave
15688,1,"Frolicher-Stehli, Mrs. Maxmillian (Margaretha Emerentia Stehli)",female,48.0,1,1,13567,79.2,B41,C,St James s Place Westminster Borough London SW1A 1NJ United Kingdom
3824,1,"White, Mrs. John Stuart (Ella Holmes)",female,55.0,0,0,PC 17760,135.6333,C32,C,Calle Miami 5
19474,3,"Mahon, Mr. John",male,"",0,0,AQ/4 3130,7.75,"",Q,15 Quai Saint Michel 5th arr 75005 Paris France
4858,3,"Hee, Mr. Ling",male,"",0,0,1601,56.4958,"",S,1100 N Broadway
19551,3,"Nakid, Mrs. Said (Waika Mary Mowad)",female,19.0,1,1,2653,15.7417,"",C,10 Carlisle Street Westminster Borough London W1D 3BR United Kingdom
11749,2,"Herman, Miss. Kate",female,24.0,1,2,220845,65.0,"",S,2007 N Expy
11515,3,"Matinoff, Mr. Nicola",male,"",0,0,349255,7.8958,"",C,11 Bis rue Mazagran 10th arr 75010 Paris France
20793,1,"Chisholm, Mr. Roderick Robert Crispin",male,"",0,0,112051,0.0,"",S,28 Ebury Street Westminster Borough London SW1W 0LU United Kingdom
8779,3,"Johnston, Mrs. Andrew G (Elizabeth Lily Watson)",female,"",1,2,W./C. 6607,23.45,"",S,49 50 St John s Square Islington London EC1V 4JJ United Kingdom
6367,1,"Douglas, Mrs. Walter Donald (Mahala Dutton)",female,48.0,1,0,PC 17761,106.425,C86,C,33569 Hardin Flat Rd
2334,3,"Thomas, Mr. Charles P",male,"",1,0,2621,6.4375,"",C,57 59 Welbeck Street Westminster Borough London W1G 9BL United Kingdom
12985,3,"Sadowitz, Mr. Harry",male,"",0,0,LP 1588,7.575,"",S,924 S Kerr Blvd
2437,1,"Warren, Mr. Frank Manley",male,64.0,1,0,110813,75.25,D37,C,2 Sylvester Path Hackney London E8 1EN United Kingdom
19618,1,"Bonnell, Miss. Caroline",female,30.0,0,0,36928,164.8667,C7,S,Via Senigallia 6 20161 Milan Italy
2564,3,"Strilic, Mr. Ivan",male,27.0,0,0,315083,8.6625,"",S,Via Lorenteggio 278 Lorenteggio 20152 Milan Italy
19242,1,"Ryerson, Mrs. Arthur Larned (Emily Maria Borie)",female,48.0,1,3,PC 17608,262.375,B57 B59 B63 B66,C,506 Stockbridge Rd
18159,2,"West, Miss. Barbara J",female,0.92,1,2,C.A. 34651,27.75,"",S,6 Rue Saint Lambert 15th arr 75015 Paris France
3691,1,"Compton, Mr. Alexander Taylor Jr",male,37.0,1,1,PC 17756,83.1583,E52,C,51 rue Letort 18th arr 75018 Paris France
